dname,label
webgifttingexperts.com,1
helloforos.com,0
57ab1.alarmandburglarsystems.com.au,1
jernvelyvcgabossfawuuvenun-dot-gleowayel400503.uc.r.appspot.com,1
mediumblog.today,1
littlesweetbaker.com,0
rubratings.com,0
cloverisland.co.nz,1
onet24polska.eu,1
hspsms.com,0
signin.ebuyers.info,1
veljipsons.com,1
verification.fanspageaccountsupport.com,1
winchsrl.com,0
stf.sk.ca,0
agenciacride.com.br,1
sigoaprendiendo.org,0
podiatrists.org,0
asci.org.in,0
bastiongear.com,0
stonefachaleta.com,1
knaufmag.pl,0
paceful.yanshfare.org,1
movingsinger.necset.gq,1
babybutterflybb.myshopify.com,0
abilitycorpsolutions.com,1
educational-software.co.za,1
blogdeasisa.es,0
kwokwahtyre.com,0
allthingsoahuhawaii.com,1
singhaniawires.com,1
mizbppkcbtbrlisewynytjtmgx-dot-gleowayel400503.uc.r.appspot.com,1
ciadorh.com.br,1
desksupportmanagements.com,1
jessengomez.com,1
touridat.com,0
indosweden.com,1
aysima.net,0
e-service.jpdm.edu.bd,1
morganintl.com,0
emiliacoiffeur.com.br,1
pilotpen.us,0
signin.e-bay.us-accountid0434768464.sig-eb.me,1
khattarshorthandinstitute.com,1
vtennis.vn,1
autonews.ru,0
gianttreetoptours.com.au,1
bluelagoonconstructions.com.au,1
artofrenegarcia.com,1
estudiohotmusic.com.br,1
incontinenceshop.com,0
paypal-update.surge365bolivia.com,1
riecnepal.com,1
drfaqeeh.com,1
havvenio.com,1
unibook.az,0
dpalbum.es,0
aufstehen.de,0
apps.fb.com-copyrights-suport.xyz,1
onedrive.fitobellcosmetics.com,1
autocaddetails.net,0
hellefrank100.000webhostapp.com,1
apple.it-secure1.store.apple.apple-idacount-italia.terapt.com,1
yuanyuco.com,0
tf2.tm,0
studiolm.ru,1
bestehange.ru,1
goulburnhandweaversandspinners.com.au,1
joinhandsorganization.com,1
pittsburg.k12.ca.us,0
ainia.es,0
access-set-verify-info-updat.ga,1
limpaestoquea51.com,1
wildcard.madpendesign.com.au,1
pinoeg.xyz,1
atmfukaumi.co.jp,0
addrexx3.mybigcommerce.com,0
dsa.gr,0
teloblar.com,1
baldwinsafety.com,0
ksdasulsel.id,1
fdgfhg5fdgf.webcindario.com,1
daalmorse.com,1
oralmedicips.com.co,1
mahabazar.ru,0
kumpulansoalulangan.com,0
amhfortrade.com,1
tamanas.com,1
amandocozinhar.com,0
thermoseshop.com,0
barbarossa.ro,1
keystoneline.com,0
johncalla.com,1
vlro.xyz,0
tusur.ru,0
hubcaps.org,0
tokshop.ru,0
0ff.bz,1
1avtochehol.ru,0
2bachilleratolengua.jimdo.com,0
thecuckoldporn.com,0
facebookvideo.co,1
recover.social,1
banksnews.gr,0
system-auth.000webhostapp.com,1
w3lls-fargofargo.000webhostapp.com,1
futureofiran.com,1
onlienbanling15.000webhostapp.com,1
defaulticon.com,0
adobe.com,0
takasbank.web.tr,0
islandlanes.com,1
nbedmy.sharepoint.com,0
pritambhattacharjee.com,1
eurweb.it,0
keeptruckin.com,0
cool3c.com,0
rcatl.org,0
umkumr2018.blogspot.com,0
pungu.co.id,1
expanded-logs.000webhostapp.com,1
clickedin.io,0
silkfred.com,0
atreslogisticandco.com,1
rauchklinik.de,0
raml.org,0
luststoriess.tk,1
jxiuutbdbuorbaxolzecxovywd-dot-gleowayel400503.uc.r.appspot.com,1
ucanews.com,0
kibinas.lt,0
opseulocal304.ca,1
saidbelineralservices.ga,1
50.by,0
2ndgradeworksheets.net,0
wingsofthesky.com,1
robotcache.com,0
llanteradelcentro.com,1
gstress456.ga,1
medium-airdrops.xyz,1
chopsticksandgo.com,0
viewfbapp.com,1
parkhillsmo.buzz,1
futurefoundations.in,1
ziraat-240bank.com,1
industryresearchcompany.blogspot.com,0
abaselectric.com,1
pextax.com,0
ynpzskzffaxqkdihdeqkidnbfy-dot-gloff849483.uk.r.appspot.com,1
anderegglab.net,0
gorill.az,0
rightcomputerguide.club,1
vtxwtpuixfjzqyjixfmrcvvfbv-dot-gleowayel400503.uc.r.appspot.com,1
joomlaessential.com,1
wellsfargo.com.login.signin.vivenciaresidence.com.br,1
boavistaservicos.com.br,0
salemwzon.tk,1
biografipedia.com,0
pstehre-fet.web.app,1
chronopost.fr.nouvelleinterfacecontrole.com,1
runawaydragons.com,1
tersereah-kamu.rumahweb.org,1
bhattitikka.gq,1
josephsmithpapers.org,0
web-paypal.com,1
denise.mccdgm.net,1
pakaka.cf,1
llamadasospechosa.com,0
siddeeqeen.edu.pk,0
rixenaps.com,1
xxgoe.saqibsiddiqui.com,1
vnukovooutlet.com,0
cfspart.impots.gouv.fr.bureaupostecolis.com,1
uca.ac.uk,0
moreaboutadvertising.com,0
bhojendra.com.np,1
trillionaireminded.org,0
ysfppkzlef0hqofnsbts.businessrulesanalysis.com,1
netserriesvideo.com,1
hitesupackaging.com,1
tvoygoroskop.ru,0
louisbu8.beget.tech,1
keiyogas.co.jp,0
fw1a.chemspunge.co.za,1
gdbxltd.co.uk,1
nagellackonline.se,1
thewebsdesign.com,1
lovelivetravel.fr,0
sportscafe.in,0
dpwjqkaxafadztyetewunzsfju-dot-gleowayel400503.uc.r.appspot.com,1
andrewchevrolet.com,0
etalon-service46.ru,1
hmtvlive.com,0
rankinchemicaltech.com,1
orderverification-serviceorder2017289823.com,1
deersglade.co.uk,0
useroff.com,0
profil2000.hu,1
trustruss.com,1
ctoutiao.com,0
worldmaxbd.com,1
flboardofmedicine.gov,0
avanza.se,0
fb-acct-market-item1029839302.000webhostapp.com,1
postal.net.br,0
prints.win,1
irex2world.ir,0
praxis-csm.de,1
nuevaesperanza.edu.ar,1
electrogaspoint.com,1
judithgatti.com,1
bravomedia.ch,1
woolworthshomeinsurance.com.au,0
3dcentaurporn.com,0
studioermitage.com,0
jenniferthomas.biz,1
guide-mabanque-bnpparibas-fr.info,1
skdua.blogspot.com,0
burnettfarms.com,1
infodiirectives.000webhostapp.com,1
akabambd.com,1
chase-login-c0m.xyz,1
chatnazanin.in,0
checking.accounts.capital-one.com.osbirigui.com.br,1
gibisclassicos.blogspot.com,0
nudecelebvideo.net,0
myflexina.com,0
1ibpz7namvc8194z9hkj37ali.designmysite.pro,1
htmlcompressor.com,0
700135--nutzung-sicher-validierung.vorkehrung-sicherheitssystem.ml,1
ikib.ru,0
petitestudionyc.com,0
glasvapor.com,0
flipflopsarenotshoes.com,1
aktualisieren-ricardo.ch,1
armleder.com,1
exclusiveholidayresorts.com,1
tvperuanavivo.com,0
parenteer.com,1
sexyphoto278.000webhostapp.com,1
amazon.de.ya-konto-k1h-amazon-459.ru,1
beatastudiotw.net,0
marryinamansion.com,1
egyptobserver.com,0
eaap.org,0
lpre.de,0
sandraspa.eu,0
parafpuan-hediye-halkbank.com,1
bliner-key.com,1
havven.cc,1
oldsexybabes.net,0
alerts-system00.000webhostapp.com,1
qxaqnvwthpmhxwxlktkikfrdor-dot-gleowayel400503.uc.r.appspot.com,1
montanasilversmiths.com,0
mosgorzdrav.ru,0
hrone.cloud,0
paypalstroe.com,1
medlemsservice.nu,0
instagram-copyrighthelping.com,1
horoscoposagitario.eu,0
geomaxrenewables.co.ke,1
btbulgaria.com,1
merchantservices.intuit.ca,1
lovepeaceandtinyfeet.com,0
vvvalki.000webhostapp.com,1
lliiilll.info,0
ignacio.com.py,1
fixiblerares.co.za,1
property1.gdmachinery.net,1
payment-secure8.com,1
isbreeding.net,0
sportgyms.ru,0
wumingfoundation.com,0
interfactory.co.jp,0
kolping.hotel.hu,0
lcloudsecure.accountverifikation-lcloudservice.com,1
www.westbournec.com,1
fachanwalt-arbeitsrecht-berlin-lichterfelde.de,1
myholidaybreak.co.uk,1
electrolux.com.co,0
dcm1.eim.ae.fulfillmentireland.ie,1
szkolkarstwo.pl,0
mhp.org.tr,0
jarleaabo.blogg.no,0
mvmbfniuojdfqfharnyuqvpbmp-dot-gleowayel400503.uc.r.appspot.com,1
webvkk.esy.es,1
dfgretgg.blogspot.sk,1
mdnfgs.com,1
oasidsgokucitlah-dot-dbenitonline.ey.r.appspot.com,1
humdata.org,0
fyftopsecurity.com,1
luxurydreamhomes.info,1
signin.e-bay.us-accountid6225640039.sig-eb.me,1
provencepromotion.com,1
txttw.com,0
visitick.com,0
fattorialepupille.it,0
socie.com.tw,0
ecosystemforkids.com,0
bugatti.com,0
acesso-completo-on.com,1
novosite.alvisimoveis.com.br,1
jyca.com.tw,0
amazon-mail.net,1
eyevms.com,1
latrobehealth.com.au,0
alirezajavaheri.org,0
snowfest.pl,0
adgm.com,0
doctorch.com,1
d234h234l.000webhostapp.com,1
mobilefree-service.ml,1
muzyczneabc.pl,0
ehtwgrmqseughwbclnmldcbmyh-dot-gleowayel400503.uc.r.appspot.com,1
moco.com,0
anothersuccess.com,1
elegam.ir,0
yogamanas.com,1
pilotenespel.gq,1
apple-icloudlicd.com,1
dlxijwjeykumvozkndtwqhrefv-dot-gleowayel400503.uc.r.appspot.com,1
xizfabexzexy.hol.es,1
raphnettech.com,0
jbnkuser.com,1
driveoneauth.co.uk,1
froiz.pt,0
notice-recovery.000webhostapp.com,1
pfinnovations.com,1
pmrconstructions.in,1
rybki.guru,0
ipsdacquisto.gov.it,0
velikotarnovo.bg,0
ascari.pt,0
wellbrook.uk.com,0
incontech.owncube.com,1
joombest.com,0
worldclassdropbox.chyenterprise.com,1
fossswimschool.com,0
boa-account-limite-id-26382382739238.rccgcanada.org,1
cbkxindustries.com.au,1
streamhoster.com,0
kviso.com,0
sindom.com.ua,0
armygoods.ru,0
pcmtours.com,1
health-solutionsonline.co.uk,1
tc-ziraattbank.com,1
mituelcredi.com,1
sfr-applecation.info,1
acepilot2k7.com,0
enem2019.org,0
flocchem.com.pe,1
latenoow.tk,1
efvoqpgavidnaxtesoknpxvfbh-dot-gleowayel400503.uc.r.appspot.com,1
fdsfds.cecilialagoons.com,1
thetoastedpinenut.com,0
yangonmun.com,0
infolmsd.beget.tech,1
documetation.losecase.com,1
hotelgala.cl,0
index-pdf-admin-profile00000000.renusasrl.com,1
washingtonian.com,0
phalanxinfotech.net,1
dfgretgg.blogspot.com.au,1
kerremeuoi.com,1
empirestatehailcompany.com,0
2puppies.com,0
uniqlo.cn,0
roundtelevision.com,1
mitchell.raakstaging.com,1
libertym.us,1
usmartialartsassociation.com,1
upwardcall.net,1
americandefensemanufacturing.com,0
erotikmessevoyeur.blogspot.com,0
dimagenco.ir,0
oasislawchambers.com,1
jdsimports.com,1
ziraatbankasiihalkakazandiriyor.com,1
skfilms.tv,0
braze.com,0
vacicorpus.ye.vc,1
globalheuristics.com,1
mikedane.com,0
aidessdesenfantsdelarue.com,1
emanuelecatracchia.altervista.org,1
marinaparedes.com,0
jobilo.ir,0
sussextennis.tk,1
veintemundos.com,0
yachtingthemisiv.gr,0
qhrtech.com,0
itau-bankline-date.duckdns.org,1
ntsc.org,0
lenisenatura.com.br,1
punehausmpzyeefnieuimmzpqs-dot-gleowayel400503.uc.r.appspot.com,1
ioutside.cn,0
juooo.com,0
masteringengineering.com,0
www.facebook-login.coinbestbank.com,1
derkompass.com.br,1
update.suntrust.company.honeybadgersmarketing.com,1
lookplus.ro,0
sexyphoto276.000webhostapp.com,1
radiosouthafrica.co.za,0
zoofun.com.ua,1
sudeep.theinversionstudios.com,1
counniounboundse.online,1
walfgroupe.com,0
xqyrkdq.tk,1
travelmne.ru,0
donduffyarchitecture.com,0
nonnagallery.com,1
asrefarsh.com,0
appleid-manage-photo.com,1
readwritethink.org,0
internet-subelerimiz.com,1
halkbank-mustericekilisi.com,1
nabihdent.com,1
oojhywzshlcvxjaudfikbrgvwr-dot-gleowayel400503.uc.r.appspot.com,1
aneste.org,0
ab8be1be3fa20f2ac7f7be3e0c9733fc-dot-dbenitonline.ey.r.appspot.com,1
digitaltd.xyz,1
fwcauses.com,1
mangomask.com,0
spellchecker.lu,0
krsk2019.com,0
dodirepacks.site,0
cebtecagro.com.br,1
carkw.com,0
datasurfe.com.br,0
finviews.com,0
dassdas.gq,1
kustompcs.co.uk,0
post3871723932.us,1
zuribysheth.com,1
avtyurist.ru,0
ralphlauren.co.uk,0
mayakern.com,0
blwprzepisy.pl,0
bonoilgeogroup.com,1
xyvob56g9siycph9vp0o.littlematchagirl.com.au,1
elementsoftheartroom.blogspot.com,0
mrrpilc.com,1
www.traiteur-tablematiere.be,1
thomas155.com,1
intergid.ru,0
260561.com,0
mckhabregion.ru,0
mediapoint.am,1
vessnab.ru,0
paulsadlerswimland.com.au,0
pobleteseguros.cl,1
pnmgghschool.edu.bd,1
espsocialmedia.com,0
emv2.com,0
zalando.dk,0
netflix.failedbillpayment.com,1
susep.gov.br,0
faithvessels.com,0
weingutbuchert.de,0
xn--myethrewallt-fwb.com,1
orafaq.com,0
ymorimoto.com,0
planetbike.rs,0
radiohimilo.so,1
yoyosims.pl,0
yourvisionlifecoach.com,1
w3farsi.com,0
screenshot.ru,0
proschoolonline.com,0
rockinmane.com,1
openair.com,0
umushabitsi.com,1
minimuseum.com,0
doki.live,0
vickybabuproduction.com,1
turecibo.com.ar,0
ziraatbankasi-giris.com,1
prrjcards.com.br,0
kuaxue.com,0
tvforumbd.com,1
memoriacruzrojamadrid.org,1
stylearts.in,1
drr43d73.beget.tech,1
onlineverificationsupport.com,1
ferventind.com,1
publishers.chloedigital.com,1
syraetpejsdasr.info,1
el-orionconstruction.com,1
metodistapg.com.br,1
bemobi.com,0
claniz.com,1
brainerdsigns.net,1
molifang.tmall.com,0
bitcoinafrica.io,0
www.libo-conveyor.com,1
drevospektrum.cz,0
kashmazolak.com,1
ofrezcomenoticias.pro,1
graf1x.com,0
venusperfect.fr,1
martorelloffice.com,0
spardasw.de,0
discountedsunglasses.co.uk,0
e2rm.com,0
attorneyisnearme.com,1
perceptualsolutions.com,1
2cdc7e5b-7814-47db-92fb-0d2698bf3ecb.htmlcomponentservice.com,1
quiroz.co,0
qcardasia.com,0
poroszkai.hu,0
sharpedgepromotions.com,1
bitsgigo.com,1
forumpro.fr,0
tomter.no,1
wikishia.net,0
shewearsmanyhats.com,0
register-90.d3v-fanpag3.tk,1
cisva.bc.ca,0
ssertoolii.usa.cc,1
vladmuz.ru,0
postealesbanque-labanquepostalessl-nsklshop.com,1
elektriki-spb.ru,1
naranji92.ir,0
mesa.net,0
m.facebook.com---------configure----step1.kruegerpics.com,1
heroyun.com,0
hott.co.kr,0
sarimas.com,0
laveniretnavon-avocats.fr,1
sttudno.co.uk,0
373082.livecity.me,1
airnewzealand.tw,0
ssnxkmivhoumrwvwimsnfofbzu-dot-gleowayel400503.uc.r.appspot.com,1
muji.tmall.com,0
torrent.com,0
888whyroof.com,1
raamoprusland.nl,0
bllhicksco.com,1
wisdomhomeloans.com.au,1
nightcourses.com,0
decorativetrimmings.com,0
medicalinnovation.ca,1
depedbukidnon.net.ph,0
interacrefund.club,1
valuesglobal.org,1
drawabox.com,0
myplan-renew.com,1
vinaykhatri.in,0
pspaypal.co.uk,1
sound-and-vision.com.hr,1
zalukaj.cc,0
account-google-com.ngate.my,1
livingkwt.com,0
ltauchile.space,1
kouji.blogspot.com,0
fernandoescalante.net,0
giaogasnhanh.com,1
aquiwef22.esy.es,1
safety-check-318254.esy.es,1
chaveirobh24h.com.br,1
poulgilan.com,1
doyouhaveacellphone.com,1
metropoliagzm.pl,0
9bsemeihgubtuhdwqlt1.bosch-web-marketing.co.uk,1
baradua.it,1
vallecalchaqui.com,0
zonadehospitales.mx,1
wolverineliberationarmy.com,0
randomes.top,0
hshmyanmar.com,0
postaseacurelogin.posta.it.bancacpostas.fccauthentication.oecdqy0q9zcouawha2y94lzvdnsbungis0cixbpv2rkmiwtiorhitgdwklxe.burenimsa.for-our.info,1
vmax.vn,0
profab.com.tw,0
jacknravenpublishing.com,1
betterizer.fr,1
awarecinema.com,0
gorillabins.com,0
onefourthlabs.in,0
app-facebook-marketplace-93423942.xyz,1
floatfeast.com,1
checkofficeracct48.000webhostapp.com,1
pornstarapex.com,0
law.dekante.ru,1
queueit.net,0
lg-telecom.com,1
primerospasos.org,0
appleidverification.com.hdmombaca.com.br,1
moroch.com,0
qiantu.net,0
chachart.net,0
worktv.or.kr,0
gbteiorzkkijoshfrwqbadjonq-dot-gloff849483.uk.r.appspot.com,1
k5dwwsm3u5kd2kjkm42l.viomil.ro,1
lava.hatchfactory.in,1
inverse3.com,1
americanascliente.giize.com,1
auva.cz,0
rebieonlineshop.com,0
dxlgcjrotrpwknxartlgjgzpkk-dot-gleowayel400503.uc.r.appspot.com,1
haautobody.com,1
notificatiopages.cf,1
cleanmatic.com.br,1
mipagoservicio.com,1
joestutzman.com,1
zoukenterprises.com.au,1
zso.zabrze.pl,0
gosafeexpress.com,1
upstreamsps.com,1
stricknadelnratgeber.de,0
accounting.ceramikaczary.pl,1
angieconfecciones.cl,1
soparahomens.pt,0
jojobet45.bid,1
igcaalaska.org,0
insssep.gob.ar,0
construcad.com.ve,1
messynessychic.com,0
geteducated.com,0
benvictors.ga,1
azarmalik.net,1
letitfilms.com,0
oxfordschool.edu.mx,0
procergs.rs.gov.br,0
store001.mybigcommerce.com,1
senscritique.com,0
manpower.fi,0
sassandbide.com,0
hungryfornewyork.com,0
email-update00.cf,1
legabasket.it,0
greatfeet.bid,1
nowpensions.com,0
bonvier.com,0
sat.gov.in,0
anna-newton.com,1
sukino.com,0
kojinyuusi.win,1
hanamere.com,1
learnship.com,0
giay389.com,1
cz15.co.vu,1
943dd38de888e1d20ba3058539b12916-dot-dbenitonline.ey.r.appspot.com,1
amazon.de.8p-amazon-f8cuf.ru,1
geogospeltroupe.com,1
pratilipi.com,0
user-softbank.com,1
page-develop-support.000webhostapp.com,1
kadikoy.bel.tr,0
online-bank-logino.xyz,1
new.grandrapidsweb.net,1
eccosolutions.co.uk,0
softgostar.com,0
christopherwhull.com,1
locked-cloud-appleid-srvc-cgi-id1.com,1
para-pharmacie.ca,1
ismyclass.com,1
veripoz.com,1
iframebizfed.nationbuilder.com,0
office365.it.support.alertsnotification.com,1
chandrachellappancollegeofeducation.com,1
humanisgood.com,0
chaseonline.chase.com.afpoa.com,1
facebook3d.com.br,1
eztv.tf,0
howrse.se,0
eduinblog.com,0
gift-4542.limitedusers.net,1
athensplatinumroomsandsuites.com,0
usaa.com.inet.entlogon.logon.redirectjsp.true.details.refererident.multilaundry.com.au,1
asiabizconsult.com,1
elmiagencies.co.ke,1
homa-forex.com.au,1
gxxyb.net,1
integrityaustralia.com.au,1
wellingborough.gov.uk,0
desenvolvimentosdesites.com.br,1
indianxxxfucking.com,0
henu.edu.cn,0
roroororor.skyleague2018.net,1
topmailersblog.com,1
mobile-service-online-client.alarvac.com,1
strangermeetup.com,0
hellenicbank.com,0
hotelterraviva.com.br,1
denizkent.net,1
hemsbyholidays.co.uk,1
esewa.com.np,0
metsmerizedonline.com,0
rogeriofotografia.com.br,1
dandp.co.za,0
apljjtserve.com,1
imersjogja.id,1
alliance2121.com,1
weevoxsound.com,1
taxrepayment.in,1
sadebweb.com,1
playdisneyepicquest.com,0
latlavegas.com,1
tokotrimurni.id,1
mutees.com.pk,1
litbox.pl,0
staydryboatlauncher.com,1
vechain-platform.org,1
phish.com,0
allegro.pl.showinten.pl,1
aneas.com.mx,0
bangedmamas.com,0
cartaobndes.gov.br.ce28754.tmweb.ru,1
teaser.bz,0
sellercentral.amazon.de.4w38tgh9esohgnj90hng9oe3wnhg90oei.fitliness.com,1
comper.games,0
iphgjraqxluyosgbfsfajeazfx-dot-gloff849483.uk.r.appspot.com,1
axisdevelopmentltd.com,1
eastviewestateonline.co.za,1
webbankof-americaaccess.net,1
ennvoy.com,1
trademe-center.com,1
absoluteagogo.com,1
apple-iphone-id.com,1
www.dziennikpolski.nq.pl,1
africatopsuccess.com,0
yapikredimobilsube2018.com,1
alamodiavenues.com,0
ing-sslcertificaat.ru,1
themakemoneyonlinehq.com,1
ferrovideo.com,0
vpa4nzyfiwxrf7bg21iz.viomil.ro,1
sgnskis.myshopify.com,0
backpedalcorsetry.com,1
francesnetcash.com.ar,0
teach-al.gq,1
1scotia-verifications.com,1
jillmckeith.co.za,1
supportpg.com.br,1
grantssolution.org,0
pwc.rs,0
discoveryseries.org,0
apps-facebooksupportinc.ml,1
binaryoptionsarmy.com,0
palaestinafelix.blogspot.com,0
hauswildernessbb.co.za,1
timorlesone.id,1
india15.com,0
google.ryantoddrose.com,1
vivimosdeviaje.com,0
lataherbalbd.com,1
vmlins.org,0
fbsystimacct404.000webhostapp.com,1
omucwhzljevthqe98trp.viomil.ro,1
qnbfinansbanki.com,1
aquafreshrosystems.in,1
aquahydrate.com,0
masterteclas.com.br,0
bestinfooo.com,0
brazukas.org,0
pioneertrailsbus.com,0
cagnasso-associati.it,1
zurcaroh.com,0
promocliq.com,1
mbaclubindia.com,0
network0000.webredirect.org,1
bestobmen.com,0
ol7mpyv9avinq4litdv0.maherstcottage.com.au,1
1portal.co.uk,0
metmuseum.org,0
estudenopitagoras.com,0
www.etransfers.interac.ca-accesd8.com,1
capitris.hu,0
phudomanski.pl,0
dyguo.com,0
kundendienst.de.com,1
pregnancycalendar.co.in,1
auto-ofice-com.umbler.net,1
gastroglam.co,0
twitter.hlack.xyz,1
reliableshredding.com,1
bonusm4b.beget.tech,1
sakarta.ga,1
safetycenntre2018.000webhostapp.com,1
swisspost.com,0
comunidadensaparecidaphb.blogspot.com,0
agrisolutions.co.ke,1
abosc.com.br,1
zgoc.com.au,1
aotyawards.com,0
9ishoot.com,0
enciclopediadominicana.org,0
chloe.com,0
rikvipcode.club,1
subehalkbank-tr.com,1
metropolis.moscow,0
securepurchase-verifyappid.com,1
chasebanklogon8.xyz,1
thaimassagecentral.com,0
labas.lt,0
fshnwe.com,0
eternomezcal.com,1
ypmib.com.my,1
atsnsutxtsihvgbnwxla.ahdaaf.org,1
fliptopia.com,0
scureweb2app.a-s-s-tgroup.com,1
espacebuzz.com,0
creaxy.com,0
waspbarcode.com,0
sodexoucet.cz,0
totalpetsupply.com,0
wsbpablo.pl,0
pages-support.000webhostapp.com,1
secbusiness101.co.za,1
ifeng.com,0
et.chtgroup.net,1
bloomnation.com,0
workfromhome-amazon-ntylpikxje.antalyamasajsalonu.net,1
usaa.com.inet.ent.logon.logon.redirectedfromlogoff.truemain.warefpub.globalproducts.priauth.nav.studentsuccess.com.au,1
afchine.org,0
federaltaxagent.com,1
runnerstv.it,0
atthelpservice.org,1
ngiavbpyhegudongnldhqtghwi-dot-gleowayel400503.uc.r.appspot.com,1
pieterpeach.com,1
osmer.fvg.it,0
fyzical.com,0
xlurhkzuriodhnjxzpbxrmbxus-dot-gleowayel400503.uc.r.appspot.com,1
dety653.from-wv.com,1
scottsmith9011.com,1
mazafaki.ru,0
hnpooiihpfgyksfweretjbhhtt-dot-gleowayel400503.uc.r.appspot.com,1
savofarming.co.tz,1
personalua.com,0
capitadw.beget.tech,1
thebestbusinessadvices.com,1
wcbidet.eu,0
goshka.com.ua,1
plgm.world,0
mixcarnes.com,1
caravanfs.com,1
glenfiddich.com,0
www.bit.do,1
berkshirecraftanddesign.com,1
womansvibe.com,0
3b7tkkfdaa9p95dks9y3.glamxpress.co.uk,1
tidyup.company,1
baz.ch,0
sms-atualizar.top,1
dbtools.com.br,0
tibrel.usa.cc,1
giantnaji.ir,0
webmasterbabble.com,0
chrissyelder63.wixsite.com,1
stormbowlingshoes.com,0
official-college.000webhostapp.com,1
altakwafood.com,1
broadtechs.com,0
freshexpress.com,0
pagepolice-help.com,1
dalilalkhier.com,0
helpsupport-contact.xyz,1
glennbarclay.gq,1
winschool.jp,0
popglob.com,1
grupoaguiatecseg.com.br,1
fr1958.tumblr.com,0
gestalten.com,0
knowledgewalls.com,0
sonicomusica.biz,0
k5mathteachingresources.com,0
gpmorrow.com,1
aryeale.it,1
venepress.com,0
heritagemazdacatonsville.com,0
yantyr.usa.cc,1
caixa-cliente.net,1
nmlcxsnvxsawhkxcfjgoxnywrp-dot-gloff849483.uk.r.appspot.com,1
zigoh.com,1
cppspa.it,0
wf.nv-acc1.online,1
rylo.com,0
erskineacademy.org,0
agreenertoday.com,0
lksisci.com,1
apogeesourceinc.com,1
online-bank-login.xyz,1
catholiccentral.net,0
allphausa.org,1
fhwakeford.5gbfree.com,1
mon-compte-assure-ameli-remboursement.com,1
democracyforamerica.com,0
pppppcha.webcindario.com,1
cheetahdigital.com,0
aceevents.top,1
anthonyjevans.com,0
vdrug.co.jp,0
xg.football,0
secure-info-2018.000webhostapp.com,1
justfilmeseseries.org,0
promocoesmaio.com,1
ybshctqvtjjmciumhabaeckpcs-dot-gleowayel400503.uc.r.appspot.com,1
nicoleeliasmakeupdesign.com,1
saldoplus.com.ar,0
promedic.ru,0
florenceky.gov,0
rs28-jhb.za-dns.com,1
limiites.me,1
postguam.com,0
argosyapi.com,1
prespl.com,0
zvecfjpnmujhaspwahfcnqgovt-dot-gleowayel400503.uc.r.appspot.com,1
ewsxzsa25.club,1
platinumconstructioncompany.com,1
dovecs.com,1
aexpit.ru,0
zgzqfw.com,1
adavb.net,0
videosurveillance.com,0
dfasghsd.zecotilss.bid,1
zicmu.net,1
tapsdirect.co.uk,0
criticasmagazine.com,0
laquincaillerieduweb.com,1
cmsjoomla.ga,1
imo.org.tr,0
legalgeek.pl,0
hutshopping.de,0
app-1522529856.000webhostapp.com,1
sinhalaebooks.com,0
castlemedicolegal.com,1
wer65e578r69tyhu0iy8u8.is-a-llama.com,1
paypal.kunden-customer-validerung.tk,1
m.faceebok.id57923583752956248753421.item445237862363267.com,1
easylifeb.com,1
constone.me,1
mp44.us,0
peanutlabs.com,0
justclickkaro.com,0
com-iformation.com,1
unibanco-sa-30horas-app.com,1
blockcheain.info,1
hamyarannurse.ir,0
carcleancarneat.com,1
zsfandlyho.sk,0
demopack.es,1
abenteuer-berge.com,1
goatransport.gov.in,0
supremeenterprises.org,1
salonicainternationalconsultancy.com,1
reportwebmaster.000webhostapp.com,1
rbcgam.com,0
usinessifpgeili.com,1
shchitovidnayazheleza.ru,0
herdprotect.com,0
swiftpro.swiftproductions.com.au,1
halkbank-mobilislemler.com,1
zanimatika.ru,0
dzenastrology.com,1
cccomaha.org,0
puertovarasflyfishing.com,1
bsac.com,0
joinerysolutions.com,1
rn7.nl,0
blogerinfo.ru,0
positive-displacement-meter.com,1
renew-mysubscription.com,1
duplexmanagement.co.uk,1
freesharecertificate.co.za,0
passauladies.de,0
caserta.cl,0
xn--medim-9d2b.com,1
avaniinfra.in,1
pegahbourse.ir,0
jakbar.ppg.or.id,1
kirchemv.de,0
mypinnaclecart.com,0
000lk3v.wcomhost.com,1
cdnimg.act31.com,1
khatulistiwapress.com,1
modmcpe.net,0
donbrownbusparts.myshopify.com,0
vidavida.de,0
varesenews.it,0
ssnkumarhatti.com,1
app2secure-accountsverify-webappid.com,1
iranmgs.ir,0
gemstoneshouse.ir,0
archive.wesowlspta.org,1
chasebanklogono.xyz,1
kampanyaparafi.com,1
parafhalkbanki.com,1
realmenuprices.com,0
frhea.com,1
therunrally.com,0
redzonewireless.com,0
info1700234110700i.000webhostapp.com,1
www.kartikasari.com,1
imbf.org,0
topmlmcompany.in,0
duanshu.com,0
asaneh.net,0
huntbigsales.com,0
rtl.lu,0
composed.igg.biz,1
golfodelsole.com,0
teb-bireyselsube.com,1
randifertahses.com,1
deluxechoc.com,1
spinefarmrecords.com,0
join-grubkokeh.000webhostapp.com,1
nclguide.net,0
ulasiiimhbrifnefdilzzefsqt-dot-gleowayel400503.uc.r.appspot.com,1
hhkyeyzuztzdytowgttjalaezx-dot-gleowayel400503.uc.r.appspot.com,1
applexf.com,1
sonyeosang.co.kr,0
tfpmmoz.com,1
tbaludhiana.com,1
mobiles-free.org,1
