97daaccc69a3aa41de6cab84cfe9f4e8,000b3754ebc6f6e67d06b0859dad767b0df675dc9b7be44149b0446df75b56ce, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, push mov mov , call mov mov , mov test , mov add , call push 
2b0b516263e9a0fe974b91958b581e84,000fee013021457eea723a524814f9f44c33812121e5ce5342f02b57d7756196, Trojan, Win32, AntiFW, Trojan.Win32.AntiFW.b, 2014, pop retn , push push , push mov , xor mov , jnz mov 
6d0284607c07cb94c654ab82c9bc1c27,0006b0dd9088a8c7d6f71833b423ccbe2d6915ce27b5ef1dbc2debc8f86a4c87, Trojan-Downloader, JS, Iframe, Trojan-Downloader.JS.Iframe.ded, 2013, retn mov , push lea , cmp jz , lea push , mov mov mov 
59ea2d75260c6ec056501831d24cc209,000598e2ba1a23bde5c3f94b4655e388ccc38a5c10f06457c5b6b383d070be5b, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2014, cmp jz , push push , jmp mov , mov mov mov , mov mov cmp 
f7f8dde943960d25cf1157c059aa570e,00013c57a25a5efe2ad93366e43c58f2103806bd73263503e8a1e0e726228b4b, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2019, pop retn , push call , push push call , mov call , lea mov 
4b0c7b4077bc9cb622815a0380531343,000461cf8a3e70920420226bbabc74f7fc9589c859d3e2722c75cbc1251c0e64, ppa-, co, uk, ppa-.co.uk, 2014, mov push push , call mov , mov test , mov push , mov cmp 
055017283ce7ad16abf3df965ccad595,000ac9f6d2c04cbe5d0bc0c8519c9e41ba5cf6099315231f810ea27e0c897312, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2019, jz mov push , lea mov , lea push , mov mov mov , push push call 
b0fb7d15f2dcf1a1a2022985903345d3,0007efc74e793057747166a6e30140133277a39ed50daef84073b2faf53b3d4a, Trojan-Downloader, HTML, JScript, Trojan-Downloader.HTML.JScript.dr, 2019, call mov mov , lea call , push mov , mov mov mov , call pop 
015c9d12494a7de4e33b85cefe46a4a2,000d3da704a6f61125f27f0bb1bb70f8bea2c21bc154c8466828422671201f6d, Backdoor, PHP, IRCBot, Backdoor.PHP.IRCBot.dx, 2016, pop retn , mov xor , mov push mov , mov pop , pop mov 
2fd61f5f16b49342280819d7f83086f6,00040684aaee9cbbd544307a8509aab3073e84fa0fb8ce20ac3605ff7b7db545, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2016, push push mov , mov mov cmp , push push push , jmp mov , lea push 
3c881a00da72faef1407d259b68ebb8c,000320ec0a603176cde3d9a314ee18247ad0473b848c14f1099629d75fb98f9d, Trojan, HTML, Redirector, Trojan.HTML.Redirector.cv, 2018, mov call mov , mov mov mov , cmp jz , pop retn , push mov mov 
a7d652e8cf3cd6e8608483a551984f2a,0004a0015875979656be2fea3603639a83b3a234c65a344706384c8c2c240135, WebToolbar, Win32, Webalta, UDS:WebToolbar.Win32.Webalta.bv, 2013, mov push push , pop pop , mov cmp jz , pop retn , mov cmp jz 
60dcc6787c255c1c4519de830464e687,000f5d77c730f9e42597d3d0424cafe1a455928a481d982fef54f22520c2b08c, AdWare, Win32, ScreenSaver, not-a-virus:AdWare.Win32.ScreenSaver.e, 2018, jz mov push , jz mov push , test jz , push mov push , mov push mov 
f9fcf0ca140f2989b3f01f3d1907c5e0,000fbb7576dd7212c07dd94af44ba1e36b16a07494b77e5baf40cea9b5f3dd09, AdWare, Win32, LMN, not-a-virus:AdWare.Win32.LMN.apm, 2015, jmp mov , pop mov , test jz , mov push push , push mov call 
aa45c42a4d1c7146a725c04e3cd13ccf,000854505d8d6aeebff4edb22a45fd4eb0cbc2ae3fd71295af417a9e76f2b121, Downloader, Win32, Agent, not-a-virus:Downloader.Win32.Agent.bpea, 2014, mov push call , mov mov , call mov mov , push call mov , mov cmp jz 
594b873db78014b30ccdc969fc16c56b,0004ec7f4af6275a035f1e75ec6d78db0ddc8498faa739bda356e816a6540e7c, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, mov cmp jz , mov push push , cmp jz mov , mov mov , cmp jnz 
fdbc8d34fa683fa09988c9f67ecd1e33,0009e1d6c2eff732ae45b51d11320bf85c187ebfb9b1de0fb9a6b31c44698baf, Trojan-GameThief, Win32, Ganhame, Trojan-GameThief.Win32.Ganhame.cj, 2014, mov mov mov , push mov call , lea push , mov mov , lea call 
767f0a4e631b763ef7956d211b78b363,00015fbe48092c085eb54c262dbe4e8c09b02c87d1dd3d51c23e6bdda8d68f4f, Trojan, Win32, AntiFW, Trojan.Win32.AntiFW.b, 2014, mov call mov , mov cmp , push call , push call mov , call mov mov 
f21996aecb9f415ddfd978590794c09a,0002633bd59833777d9bde7e4f6a685d851c5cdb5cf5d2181820b5481400b5d7, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2018, call pop , jmp mov , push call mov , push lea , pop pop 
2766190e41ca31d3f8e6f502e4d1a124,00046941a52ebd0404572d51f4dafee2d6909a1e10605d3ae0916823d2f9f2fd, Virus, BAT, Agent, Virus.BAT.Agent.ah, 2013, push call mov , mov mov mov mov , push call mov , retn mov , push push 
763782d4c0233af6145c1ca0605ef380,0009547a07e3af37e16dd85f098a2a2c69e16790e172e6baa97e7e5b22269e56, Downloader, Win32, MediaGet, not-a-virus:Downloader.Win32.MediaGet.dov, 2014, mov xor , push push , mov push mov , mov mov , cmp jz 
dde993e16c7204ef0d9e28f75244dc01,000a58ca7e9c0a239060a34a0327a004a9c1659e3346e4549d9ef218bec44959, WebToolbar, Win32, Agent, not-a-virus:WebToolbar.Win32.Agent.bcy, 2018, xor mov , push push call , pop pop , mov pop , call push 
706aa11e30076067dc42d3eb6b97d395,0009552d41ed62e6380bc60f0db23072cf18fb1fa1dc1b3b96ee33181b8880fe, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2019, mov add , retn mov , cmp jnz , cmp jnz , mov push 
3a834ec0c53071a6eaf7a5bcdabc0798,00080e153f014ff2b87a8a23a3481bc393be78ef900511fa14d27c48bb1b4d6a, Trojan, JS, Redirector, Trojan.JS.Redirector.afx, 2019, pop pop , jz mov push , lea push , cmp mov , cmp jnz 
bbb23c9f0085f36342f9ad9254ec81aa,000f7116ca0234a47e2d9ae0d3c6108a6e9f2c14491b0ae5318188d0d9b116d5, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, call pop , mov jmp , call push , push mov push , cmp jz 
9af47cabe14d4b8b361b0d356646f5e1,0006d275bca071020f4443ff497c705981cc5a1d62ad79fe2fe9ea3f77ff99de, Trojan-Clicker, JS, Linker, Trojan-Clicker.JS.Linker.l, 2013, cmp jz , pop mov , mov mov mov mov , test jz , xor mov 
8c484007910517f14218123033bb410b,000850014d2ce7bed5bfdb0bdb5e27d14bc781795f775ad06196405e20a15ae1, AdWare, Win32, LMN, not-a-virus:AdWare.Win32.LMN.apm, 2013, mov xor , push mov call , call push , push push mov , mov pop 
456abda54791c03811fc356dd65635e4,000dc1886c3a009297f5f6e933976e32c96dcfae8d184b5a471c0daec4ec4c7e, AdWare, Win32, Fiseria, not-a-virus:AdWare.Win32.Fiseria.ik, 2017, call push , mov push , mov call , cmp jnz , pop pop pop 
d3b1ec0564c90a61a952e0a06bd797ef,000e3b997d72da242ffd8466c9376eb659a494f9e6257f7320d343fdea6fd949, AdWare, Win32, Fiseria, not-a-virus:AdWare.Win32.Fiseria.hy, 2014, cmp jnz , mov push push , mov pop , push lea , push push call 
5dc8cad35c7171e39b2e99bf18765812,00005024e2bf32c0e7ae85edc7e5970f1ecd5f6229ea05da3d5346cb2403dff9, Trojan, JS, Iframe, Trojan.JS.Iframe.aeq, 2018, push push call , mov lea , lea call , jmp mov , mov mov cmp 
582ed85e6a334999b138ba2bdd5d2bce,00014551265a9e95ec673fa0c0342fa29cdfd349ded9462a46bc2d6d70a06629, Trojan, JS, Iframe, Trojan.JS.Iframe.alc, 2016, jnz mov , mov add , xor mov , test jz , push lea 
ad57e68f6a82f9de3c94f4fd6196de4c,0006d6d1b48e1ab7b89ced2abb1ddb7c31c28e95ee0ff254e415ce78213c76b0, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2017, mov push , retn mov , push call , mov call , mov xor 
23ef1e8a3b3be62f5230f1728d0fb098,00040e551e1d332129cf0aa4a79e51fd4f3da9fd51f7ec53c58fbabd68654e70, AdWare, Win32, BrowserBar, HEUR:AdWare.Win32.BrowserBar.gen, 2019, mov call mov , push push call , retn mov , cmp mov , jmp mov 
7d01a434aa06954a5652dfa3afc61cfc,000dcf56f22f968502c4f251dd076e0adb756510ce7cf42151cff5fc3592ae41, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, mov add , cmp jz mov , retn mov , jnz mov , push mov call 
cadaf0c46c346186e191f00af12f907f,00048a3cee480a5d5dc4be450acee4cae49fe5c76e36377322d173a0dddee34e, Hoax, Win32, FlashApp, HEUR:Hoax.Win32.FlashApp.a, 2011, push mov , cmp jz mov , push call , cmp mov , mov add 
7af81f0922885d68c9e472fe3375393f,0007a868821f0bcfc96b35f4da2697cba3b05ee551c4aec5d9c840c13088d9b9, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, mov mov mov , mov mov cmp , mov add , mov pop , call mov 
02ebac6c48938ba156644e6c505763ee,00079cde1fbe53f65bc36885cb59f84c96d35e5256084ab30be31f845d0411a1, Trojan-Downloader, HTML, JScript, Trojan-Downloader.HTML.JScript.dr, 2019, mov lea , push lea , mov test , jmp mov , jnz mov 
27e5db9dcccaa90bee0df72151f6a227,00006547e3759600773c60a5f4d00f97d806f774c3796675290be26583bb26e5, Downloader, Win32, Agent, not-a-virus:Downloader.Win32.Agent.dylo, 2016, retn mov , jnz mov , cmp jz , push mov , mov test 
490089c0a94c8e9e604e0820216a1cc3,00092a8a9dce13d886d76b69e6daea8e16a0f25e902476bb62a9afc5f12fd89d, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, cmp jz , push push mov , jz mov , push push mov , cmp jnz 
8c4801badb384ce801ed86de23821491,000a3a8f0565bb225fbd986e877f0fddd99d357a83c8c8d997245f4a5810e027, Downloader, Win32, DriverUpd, not-a-virus:Downloader.Win32.DriverUpd.ipb, 2018, push mov mov , cmp jnz , pop retn , cmp jnz , push mov 
bcae29900787279aeb4c500c755f69dc,0003637f6d88ad86d0ff8d1261a3164d7dc462db4148ccdafe2b7f20528adf1c, AdWare, Win32, Ocna, HEUR:AdWare.Win32.Ocna.gen, 2018, test jz , mov mov , lea mov , push push , pop pop pop 
e07884d4209328ad5a3ebe319a3c60db,00012d69595028c55729944504bda36dd268eaeba080d593d3e32cda111155eb, 51345904509271, 73781110, js, 51345904509271.73781110.js, 2014, retn mov , cmp mov , push lea , lea push , mov mov mov 
d1b2261de4a1b177f1c0ff3676ecd35a,0006f196ee2c43a40821a271961b619bf13197ef47311aefeca2b9b9fd623bad, Virus, Win32, Nimnul, Virus.Win32.Nimnul.a, 2014, jnz mov , mov lea , call mov , mov lea , call mov mov 
e8ebcae14f89ecc3240052c8d03c3f9f,00062507fa865d2a404d0b4cce1e0b5db10df37b5b97a82c5c6e6f4b7a997552, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, mov push push , mov test , mov mov mov mov , mov jmp , mov mov mov 
9161950583d51227850c821e3da3be49,000c1eea35a65613e28096bb430db5c17a678d681b6afd3c479a1bb05944c508, Worm, Win32, AutoRun, Worm.Win32.AutoRun.but, 2018, retn mov , cmp jnz , push mov push , jz mov push , test jz 
07cf60b3229cf0406480c9a60628ee60,000240b6186fedf1defdfe3028cebb557e0df8d64f8eced35675e942f4462ec7, Downloader, Win32, AutoIt, not-a-virus:Downloader.Win32.AutoIt.b, 2013, jz mov , mov lea , push push call , mov mov , call pop 
0187e50d43c5e90abf75ddb277852bad,00019427c15698e668fc83eace4eafcac55eb450b10b633b7ea5cd06920e2310, Trojan-Ransom, Win32, PornoBlocker, Trojan-Ransom.Win32.PornoBlocker.ekkm, 2018, push push push , mov test , push call mov , push call mov , jz mov push 
c3ebeda6e5d578cc047667ec593e6c46,000a0d4b732a533ed5c6cd71b3466289bd8f8c9245363d30b67896fcb3b3f512, Trojan-Downloader, HTML, JScript, Trojan-Downloader.HTML.JScript.dr, 2019, lea push , mov push push , mov mov , retn mov , mov xor 
b112c5c012e8f2d198afe723e0139d52,000cb085ebcb8bbeb7ee9e33325166129868ee1db18293556c865a5b1de68cd0, Exploit, PDF, Generic, HEUR:Exploit.PDF.Generic, 2016, xor mov , mov test , push mov push , jz mov push , lea mov 
e1a676046903be6f6869c509f5e8471a,0001617c9accb2a8481930838eca48b7a6120b8619e2036c3a6978717df47696, Excel, Sheet, 8, Excel.Sheet.8, 2019, push mov , mov mov mov , mov call mov , pop retn , mov mov mov 
004faf8c68eb64b8aeb8325910c33330,000a44c901f93a7d6ab516a19f4ce1782506e922f223f1e45f1e5ac49a14b643, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2018, call push , push mov , call push , jmp mov , jnz mov 
6fdebf550ac48bf54a93c3bb73a47e19,000e36a7c6d6de913e35f896e9a406baf6b5624a7f167b24b584d8b9a872f738, AdWare, NSIS, DomaIQ, HEUR:AdWare.NSIS.DomaIQ.gen, 2013, mov call , test jz , mov test , push push , cmp jz mov 
49ea59ce9fd5f6be9a52586326cc7c3d,000ece84607e99c22847697f6b76e0d73629848056955dd80099c3385a6c71bb, Downloader, NSIS, DomaIQ, not-a-virus:Downloader.NSIS.DomaIQ.a, 2013, push lea , push mov , push mov mov , cmp jnz , jmp mov 
92fbb1194ecf0d9c532ca40155b5c57d,0009836eaa1f4e8c2baf5f9367f6eefdfb196e629ddca428b47970ea3d14e8c4, AdWare, Win32, MultiPlug, not-a-virus:AdWare.Win32.MultiPlug.ofgs, 2018, mov push mov , mov lea , mov mov mov , mov mov cmp , mov push push 
e268c1b54459fd0d23d670291090cbbe,000027d1da96332efcb54af76906a7298121ebcccdab3d7dce999f8043e74ee7, Trojan-Dropper, AndroidOS, Wapnor, HEUR:Trojan-Dropper.AndroidOS.Wapnor.a, 2019, push call , call mov , push mov push , mov call , call mov mov 
9e7b3cb115380e25efa47d363185cc47,000a8d7861f833703cd26f8410e67af11b87ff536836966f61e37ffa3048014c, Trojan, Win32, Inject, Trojan.Win32.Inject.ihzv, 2014, mov call mov , mov push push , jz mov , call push , push push push 
e2a0f10cbda8cdf027eec4954df3e889,000e4a24c869ddd970cc2ba4515d36b85bc933503f4e624560bfb2ef2b2a4f1c, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2017, push push call , mov lea , mov push , push call mov , mov push mov 
5ca0df29c07da09dd7112a1316a155f4,000ea09cdb1fced99822315f18529dcde119a997e0bdbf59d4e552225c2a5468, Trojan, Win32, Injuke, VHO:Trojan.Win32.Injuke.mbk, 2013, pop pop pop , test jz , push call mov , mov lea , pop mov 
0b9e244486713b19114e42a991458fba,000d3f2f560cc0249b574150147f9745ec477d2a49932dc25af1313c9215609d, Trojan, Win32, Qhost, Trojan.Win32.Qhost.lgw, 2012, push mov , mov add , call push , mov mov mov mov , push call 
73370803028169e09dd1eb227f82c2f9,000699e6667cf400a6e9ba6c563ee00580f9c042522331b95810a571490538e1, AdWare, Win32, 4Shared, HEUR:AdWare.Win32.4Shared.gen, 2013, mov add , mov cmp , cmp jz mov , pop mov , push push 
7e39f63f3f97e52398403b364290f283,00057ab8bb1f0c367c504302609f9b02323e8cd9e28a70c744cb906ae2c5f1ab, AdWare, Win32, Imali, not-a-virus:AdWare.Win32.Imali.c, 2018, mov cmp , mov add , lea push , push lea , call pop 
912de94f96ca13581e7ef4f7964622ae,0006ac3a147be4df46325c4661bd5fa3e8a2126a6e25d5b6766c9ca3f606db15, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, mov mov mov , pop pop , xor mov , jz mov , jz mov 
66ea337f229320b2e563bfc3ca8714a9,000f5dcc9d2117370dcd84cb08ed74be0ed4f0f9a6dfda3e4e150501c7b22312, Backdoor, Win32, Gbot, Backdoor.Win32.Gbot.aed, 2012, cmp mov , pop mov , push mov call , push push mov , mov cmp 
e7b1743d48c8a09010586843cc399014,000a97114eae9e71635799fb0913260aeb73f105679a57f5ecb1c0a8dd8c037b, Trojan-Downloader, HTML, IFrame, Trojan-Downloader.HTML.IFrame.aje, 2018, cmp jz , push push push , mov jmp , push push push , push call mov 
1976ca36b2b6d5a99fb3ed512040ea22,0007549da635c27065bfd64405d0782dc944863f1936199904ca260489779ff4, AdWare, Win32, InstallCore, HEUR:AdWare.Win32.InstallCore.gen, 2013, call pop , cmp jnz , mov push , cmp jnz , jnz mov 
a9e01138c9411c3b603ff39259a5f190,000ff546e3a3ad14d533a8400728387027ef44e6b0d6f2faff828da20a5e82ee, Downloader, Win32, DownloadAsist, not-a-virus:Downloader.Win32.DownloadAsist.c, 2015, lea call , mov call , mov mov mov mov , call mov mov , mov call 
6e02536ce5a9542119f8142e9a44c9ec,000b363ddb4ed398b3b30943fb64b5872bf5cc82f1349efdf6a9ce26047b97a9, Trojan, Win32, AntiFW, Trojan.Win32.AntiFW.a, 2018, call mov mov , push push call , lea call , push mov call , call mov mov 
fa3409e028a9e3e3c82c4373c8c70060,00002d7a3ed6d05c0ce5f0e6babbedcf95ea37b1ea9be874057c3f2f7db9236c, AdWare, Win32, Amonetize, not-a-virus:AdWare.Win32.Amonetize.fqpt, 2018, mov mov , lea push , mov pop , push push mov , mov mov 
3d76c8d53010a9fd7ab1d0d028b9f145,000758cfcdad34c0a45752eb08af99deb2ba8434ff8d9d35eb48cffb4d614c67, AdWare, NSIS, Indirect, UDS:AdWare.NSIS.Indirect.a, 2014, mov add , mov push , mov push call , call push , lea push 
4c24ff7ea573693b5ee423d2cbd1da7f,0000864ff8a32a05891fababe216ea13567350eb03a16ff956b749691de94708, Virus, DOS, NFV, Virus.DOS.NFV.463.b, 2013, push call mov , lea call , push push push , push call mov , lea call 
6dd5c9f41d553ca35a8437cd35beb8b9,000ec1937fc16254f3398139758c714ee68725595178fe12cf86cfa7848c53af, Downloader, Win32, Agent, not-a-virus:Downloader.Win32.Agent.ihc, 2013, mov jmp , push push , push push , mov xor , cmp mov 
dbea9bbc11f259cc498020f4cfeb3e3d,00089202b151209a1e7980e538284d50773f058d4004dab0f53b6912a7331b00, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2013, mov push push , mov call mov , cmp jz mov , cmp jz mov , push push 
a9ae3b0fd564d8bdd12691d85011c6a0,0007ec9477eeb896e1931378ceae12b35234347ffc3730a28a8a95bfc9a9fad3, Email-Worm, Win32, Mamianune, Email-Worm.Win32.Mamianune.lf, 2014, mov mov cmp , mov mov mov , mov mov , push push call , cmp jz 
7afccf1910193188c1f23f27c0962d02,0009346623bb1b8ddd2698363067182eb6c4e0bc8000382db62ebb205313a998, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2018, mov mov mov mov , lea call , mov push mov , retn mov , push mov 
451d6ff41e20fddc1efd33c7f7368c7c,0007c67cd0e41e29787be6159506441ce231b49ca61f13355725dacf6b1c47c6, Trojan-Downloader, JS, Iframe, Trojan-Downloader.JS.Iframe.dfw, 2019, mov lea , call pop , mov push mov , push mov mov , cmp mov 
b85be3e2edd85122bf40203e28ebfb53,000f70153848c81df0ccfc9e95e9bfc0dc9b0468b3e8803e960c400966a35476, Trojan, Win32, Agent, VHO:Trojan.Win32.Agent.gen, 2015, mov mov mov , call pop , test jz , call mov mov , cmp jz 
233a3973c80e90299935b563436e1da6,0005924150624d5de01901d5566bdaab051ce5afc5b536f4675c656ef8a6a1e8, Downloader, Win32, Morstar, not-a-virus:Downloader.Win32.Morstar.ba, 2017, cmp jz mov , jmp mov , jmp mov , lea push , xor mov 
d177a10e3f88100266343dcba7396a0f,0004385eb51c18b9d189ee22c2fefea169bb779e77a6036004fe7d6baa0d6cb6, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, mov call , push lea , push push mov , jmp mov , mov lea 
e1c8da1da6f897acf6ab7078b914512e,000ffaac19f3c51406eae77e77b1bdd20c179508614091946677c0a0ec8155de, Downloader, Win32, Morstar, not-a-virus:Downloader.Win32.Morstar.fca, 2018, push call , call pop , push push mov , cmp jz , pop retn 
328dd4f8508d970c688af385f702eba7,000e4f57e841b6a7875cc67979316f337ddc07562aac0c9eb58fa939307c4424, Trojan-Downloader, JS, Agent, Trojan-Downloader.JS.Agent.gvn, 2013, call mov , mov xor , pop retn , mov push , push push 
04f0dae1531f9082999f1fa46ed3dd1c,000db3cd5cb8492becadef14c43e996afab43918164e60f2a77ec21d7e82bfeb, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2019, push push call , mov mov mov mov , pop pop , retn mov , call pop 
7c8700477a1d46d64ab6cfbaae14bddb,000e25b0f976bc119542d6e3e9472ab15bb3ec1543d6241408309f79fc220dfc, Trojan, HTML, Redirector, Trojan.HTML.Redirector.cv, 2018, cmp jz , jmp mov , jz mov , mov mov , pop retn 
0d648f0db567ebc275eebdd361b11820,000d5e52b58052081f55812c6e0f234bfe72c58058753292330d062f6de33194, Backdoor, Win32, Plite, Backdoor.Win32.Plite.bhti, 2018, push mov mov , lea push , mov lea , mov pop , xor mov 
cfbbfaea46e6035add1cd5bb1a6ef8a3,000bd5d5cec605186d7fa41dc9e0665cb46907c7691f70aa8da375e23847d1ba, Downloader, Win32, DownloaderGuide, not-a-virus:Downloader.Win32.DownloaderGuide.j, 2018, push mov mov , mov push mov , mov cmp , jmp mov , mov cmp 
595bbaebed6224854bb62baa0db66d27,000f9d0e0bf632eb841cb57a8668d206b1d5d50eabcbe71e5495aceb6955dc68, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2016, lea call , pop mov , mov xor , mov push , test jz 
1e20467822185725df5f281e584635cf,0003f1ae3d721225c6c27d5cc69ffc1eafbab9337c12a1adc9f1262610497e3f, Trojan-Ransom, HTML, Agent, Trojan-Ransom.HTML.Agent.q, 2019, mov test , retn mov , push push mov , push push mov , mov pop 
7d54eb639bb4add5dee17ed3167fe1ab,00000ba7593b543a732e31265a9f4ce36e3171ace4e89b1606951d1d4f85447c, Trojan, JS, Agent, Trojan.JS.Agent.bzx, 2013, mov mov mov , mov push call , jnz mov , pop pop , pop pop 
257188584a6296fa77636e87877f7290,000b5d2d92235251689847a44eb08209805c334d46c19d204958cc6e8735c413, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, mov call mov , mov mov cmp , mov jmp , mov mov , cmp mov 
5e9cffcd15d8c7e33f5d97e9bb321594,000bce75c18af1e4ab43f0b54231b0ed5edc38e936314d0b5ba533a2a5837df1, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2012, xor mov , pop retn , push call , pop mov , jz mov push 
1beae52d507073818db8401199a3066b,000f5162ec40ffe510477bf587c671d044b903a675de00c862a014847413ff6e, Trojan-Downloader, Win32, Small, Trojan-Downloader.Win32.Small.bius, 2013, jz mov , pop pop pop , mov test , push push mov , test jz 
3768031f8c0d4408dd872b775b212eac,000ab3f5794c646ded51dd9b66d10749834dce17193ee9da1c28520fd23c52c1, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2014, mov xor , cmp jz , push mov mov , pop retn , cmp jz 
f6a968b70f89dc95ba61a5d6908f79dd,000abe3ca3eda705a1588e3758692ef883dae036c068afd8391e6ae3067af3f2, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2019, push push , push mov call , jmp mov , push push call , mov cmp 
c878dfe0296e0e73040d9aa4c2e59ec7,000b4112047eb572b3bb78948bfc8e5f133f28a270545953802fd090d58a168b, Trojan, Win32, Vilsel, UDS:Trojan.Win32.Vilsel.agnj, 2010, lea push , push call , jnz mov , mov pop , pop pop 
fbf61b30ec234f997b7fa76909183455,000eac33716ae3cc5822b8534c0d55bd12597917587387eacff666348eff9b57, AdWare, Win32, BrowseFox, HEUR:AdWare.Win32.BrowseFox.gen, 2018, jz mov push , mov mov mov mov , push mov mov , mov push , push push 
2d70416267717edd84b0f1d42c330d42,0001e91c1a20315959e869c089d9ac773ca49a728e1a0ff9350d125974d8f79d, Trojan-Downloader, Win32, Banload, Trojan-Downloader.Win32.Banload.agqq, 2018, push push push , call pop , cmp jnz , mov mov mov , test jz 
6789da74871e41dbd960f3ed9062ffee,00017cb1c3429a1df11f63365c063bbf7d68858079c014d0153976986eea0147, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2018, call pop , push lea , push lea , push mov push , mov pop 
8fbc5afef8af4bc927fc714edd053b54,000c2dd6be2dab0f820d7e37095397894be0d3ee76f701fe9c631b1b42cf2394, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2018, pop pop , jz mov push , mov add , push mov push , push lea 
c6e9c4fe945e9b569ac3a08b6bf45670,0004a9c15022a7e0bef3cc9d4826f0c33f3738755f6df793b40e374f7d627719, AdWare, Win32, iBryte, HEUR:AdWare.Win32.iBryte.gen, 2018, pop retn , pop mov , push call mov , push call , push call 
a4408a7a8fb700234cf0e29ae159d113,000388ff4c80d2bb80a081f46d3d26e88545dbd28410be00220c82017d4e417f, Exploit, JS, Pdfka, Exploit.JS.Pdfka.fhg, 2018, pop pop , jnz mov , mov push call , pop pop , pop pop 
b4e60e8b600b5813d58fab588d77c75f,000aa9959c385011d184b04cd5438e8337cd41003a48c24ccf05e89ce6cf3f1e, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2009, pop pop pop , test jz , pop pop pop , mov pop , xor mov 
f1c9c1e015767ccbaa70ecae83bf37bf,000a4dce243d43bf542d7579a14ca76d549ef9d0130ebe7fec32b0f36ae23d10, AdWare, Win32, LMN, not-a-virus:AdWare.Win32.LMN.apm, 2013, pop retn , xor mov , mov mov mov mov , push push , mov pop 
44095e059b09e9e2c15b3d1408e774a6,0003b3413d2773e222dc3d80d5a0b43c96ffff0a896cbf41926f22e5a1528b7d, AdWare, Win32, ScreenSaver, not-a-virus:AdWare.Win32.ScreenSaver.e, 2013, pop mov , jz mov , mov cmp , jnz mov , push mov push 
86b4b939fe856c9f4dc68fb27457b269,000439b5c4e961a9437a812f445efa98aaf5979f53ed93efc7942fd9cb54119e, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2018, mov lea , xor mov , push push push , mov cmp , push mov mov 
57b53429911a1be4d2778e41b2baa5a8,0000dd22f03d129a3bbf396fb8a7d36c098c5a2297180089aef5873e775487d0, Backdoor, Win32, Poison, Backdoor.Win32.Poison.ggrf, 2018, mov call mov , push mov mov , call mov , mov jmp , push push push 
7093b4d314e4d3acaf3f721681bff74b,0005380e6146bdb580b132c70c9477886a9d4a1d787103bd065ede0c4130b917, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2015, push push , push mov , cmp mov , push mov mov , pop retn 
d5fd526564a8aa786c4c97f2530c3d70,00040c481b1d84f67d2f0d8c9f4f1639676d9a96e924cd8f0976335209cbbae3, Worm, Win32, Debris, Worm.Win32.Debris.b, 2013, mov cmp , pop pop pop , call pop , jnz mov , mov mov mov 
0e8c992c0e1593dc07fe28e916235ae0,000f6b151ca3f7fb9268b9a9369a317b56800b993b65f494c7fd4d76eb4351ae, Trojan, JS, Iframe, Trojan.JS.Iframe.aeq, 2018, mov push push , push mov mov , mov call , mov mov mov , cmp jz mov 
1aa66948b46d6b144334733bb317341f,00023c46cc000f70c8acf0c41d5461fdee24647fdd72eb89ba5ec3d8bee27d2b, Backdoor, Win32, Ciadoor, Backdoor.Win32.Ciadoor.121, 2013, mov mov , mov push push , mov push mov , cmp mov , call pop 
